word,mean,sd
sled,5,0
daisy,5,0
peacock,5,0
quill,5,0
thorn,5,0
tulip,5,0
angelfish,5,0
antelope,5,0
apple,5,0
armchair,5,0
axe,5,0
baby,5,0
bagel,5,0
ball,5,0
banana,5,0
bandanna,5,0
barracuda,5,0
basket,5,0
bat,5,0
bathrobe,5,0
bean,5,0
bed,5,0
bedpan,5,0
bellybutton,5,0
bike,5,0
binoculars,5,0
bird,5,0
blackbird,5,0
blanket,5,0
blender,5,0
boots,5,0
braces,5,0
breasts,5,0
bug,5,0
burrito,5,0
cactus,5,0
cage,5,0
camcorder,5,0
camera,5,0
carrot,5,0
carton,5,0
cauliflower,5,0
chimney,5,0
chopsticks,5,0
clock,5,0
cobra,5,0
cookie,5,0
crawfish,5,0
cup,5,0
cupcake,5,0
dandelion,5,0
deodorant,5,0
dogs,5,0
doll,5,0
donkey,5,0
doorstep,5,0
dustpan,5,0
eagle,5,0
ear,5,0
eggnog,5,0
elbow,5,0
elephant,5,0
escalator,5,0
eyedropper,5,0
eyelash,5,0
eyelid,5,0
fern,5,0
finger,5,0
fish,5,0
flashlight,5,0
flower,5,0
flute,5,0
flyswatter,5,0
frog,5,0
goat,5,0
granite,5,0
grape,5,0
gravel,5,0
greyhound,5,0
guardrail,5,0
hamburger,5,0
handgun,5,0
handkerchief,5,0
handsaw,5,0
headband,5,0
horn,5,0
horse,5,0
horseshoe,5,0
hotdog,5,0
house,5,0
hubcap,5,0
icepack,5,0
jar,5,0
jeans,5,0
ketchup,5,0
kite,5,0
knee,5,0
ladder,5,0
lantern,5,0
leaf,5,0
lemon,5,0
leopard,5,0
lightbulb,5,0
lollypop,5,0
magazine,5,0
mailbox,5,0
mango,5,0
margarita,5,0
mattress,5,0
meatloaf,5,0
microscope,5,0
mousetrap,5,0
mule,5,0
neck,5,0
nectarine,5,0
nightshirt,5,0
oat,5,0
octopus,5,0
pantyhose,5,0
paprika,5,0
parrot,5,0
passport,5,0
penguin,5,0
penis,5,0
pepperoni,5,0
pig,5,0
pillow,5,0
pitchfork,5,0
pizza,5,0
plank,5,0
pocketbook,5,0
popcorn,5,0
porcupine,5,0
quilt,5,0
raft,5,0
railroad,5,0
raincoat,5,0
rattlesnake,5,0
refrigerator,5,0
robe,5,0
sand,5,0
sardine,5,0
saxophone,5,0
seagull,5,0
shawl,5,0
shoelace,5,0
snake,5,0
snowsuit,5,0
spaghetti,5,0
spear,5,0
sponge,5,0
stairs,5,0
strawberry,5,0
switchblade,5,0
tablespoon,5,0
taxicab,5,0
telescope,5,0
thimble,5,0
tiger,5,0
toad,5,0
tomato,5,0
tongs,5,0
toothbrush,5,0
tractor,5,0
trampoline,5,0
tree,5,0
turtle,5,0
udder,5,0
umbrella,5,0
undershirt,5,0
unicycle,5,0
vase,5,0
videocassette,5,0
walrus,5,0
warthog,5,0
watchband,5,0
water,5,0
whisky,5,0
woodpile,5,0
comb,5,0
escargot,5,0
tire,5,0
barbedwire,5,0
bedsheet,5,0
cellphone,5,0
firehydrant,5,0
firetruck,5,0
meerkat,5,0
nailbrush,5,0
pitbull,5,0
steeringwheel,5,0
tiramisu,5,0
tv,5,0
yo-yo,5,0
baking soda,5,0
baseball bat,5,0
bath towel,5,0
beach ball,5,0
bed sheet,5,0
big toe,5,0
birth certificate,5,0
bomb shelter,5,0
bowling ball,5,0
brussels sprouts,5,0
business card,5,0
cassette player,5,0
cement mixer,5,0
chain saw,5,0
chicken breast,5,0
chocolate bar,5,0
chocolate cake,5,0
cigarette butt,5,0
coffee cup,5,0
coffee machine,5,0
computer mouse,5,0
coral snake,5,0
cream cheese,5,0
dill pickle,5,0
dirt bike,5,0
evening dress,5,0
eye drops,5,0
fishing boat,5,0
football helmet,5,0
french horn,5,0
fruit juice,5,0
full moon,5,0
golden retriever,5,0
grocery store,5,0
hula hoop,5,0
ice cream,5,0
ice cube,5,0
ironing board,5,0
jelly bean,5,0
jump rope,5,0
kitchen table,5,0
knitting needle,5,0
lab coat,5,0
laundry basket,5,0
machine gun,5,0
maple syrup,5,0
mashed potato,5,0
mobile home,5,0
motor home,5,0
nail polish,5,0
nail scissors,5,0
newspaper clipping,5,0
palm tree,5,0
paper plate,5,0
paper towel,5,0
pick-up truck,5,0
place mat,5,0
polar bear,5,0
railroad track,5,0
raisin bread,5,0
salt shaker,5,0
sea turtle,5,0
sewing machine,5,0
shopping basket,5,0
ski lift,5,0
spaghetti sauce,5,0
sponge cake,5,0
squirt gun,5,0
stained glass,5,0
staple gun,5,0
station wagon,5,0
steak knife,5,0
string cheese,5,0
sweet potato,5,0
telephone book,5,0
telephone wire,5,0
tennis ball,5,0
tin foil,5,0
toilet paper,5,0
tomato sauce,5,0
towel rack,5,0
traffic lights,5,0
trench coat,5,0
waffle iron,5,0
wedding gown,5,0
wine bottle,5,0
horsefly,4.97,0.19
fox,4.97,0.19
kitty,4.97,0.19
apricot,4.97,0.18
arms,4.97,0.18
arrow,4.97,0.19
ashtray,4.97,0.19
bagpipe,4.97,0.19
basketball,4.97,0.19
blackberry,4.97,0.19
bluebird,4.97,0.18
bridge,4.97,0.19
bunny,4.97,0.19
cement,4.97,0.19
chalkboard,4.97,0.18
checkbook,4.97,0.18
cheesecake,4.97,0.19
chipmunk,4.97,0.19
cider,4.97,0.19
coat,4.97,0.19
cotton,4.97,0.19
doorknob,4.97,0.19
easel,4.97,0.19
egg,4.97,0.18
eggplant,4.97,0.19
ferret,4.97,0.19
fig,4.97,0.19
flour,4.97,0.19
glove,4.97,0.18
gorilla,4.97,0.19
gravy,4.97,0.18
hair,4.97,0.19
hairdryer,4.97,0.19
handprint,4.97,0.19
headlight,4.97,0.19
jockstrap,4.97,0.19
kitchen,4.97,0.19
lamb,4.97,0.18
lamp,4.97,0.19
lawnmower,4.97,0.19
lettuce,4.97,0.19
licorice,4.97,0.19
macaroni,4.97,0.19
maggot,4.97,0.18
milkshake,4.97,0.18
mirror,4.97,0.18
moose,4.97,0.19
mop,4.97,0.18
motorcycle,4.97,0.19
oven,4.97,0.18
pastry,4.97,0.18
poncho,4.97,0.19
rafter,4.97,0.19
rain,4.97,0.18
raisin,4.97,0.19
salad,4.97,0.19
scarf,4.97,0.19
serpent,4.97,0.19
shoe,4.97,0.18
shovel,4.97,0.18
skeleton,4.97,0.19
snowplow,4.97,0.19
soda,4.97,0.19
spandex,4.97,0.19
spider,4.97,0.18
suit,4.97,0.19
suitcase,4.97,0.18
teakettle,4.97,0.19
throat,4.97,0.19
toilet,4.97,0.19
toothpaste,4.97,0.19
vodka,4.97,0.19
walnut,4.97,0.18
wax,4.97,0.19
yacht,4.97,0.19
alarmclock,4.97,0.18
beachball,4.97,0.19
bluejay,4.97,0.19
breadstick,4.97,0.19
dancefloor,4.97,0.19
pencilsharpener,4.97,0.19
baking tray,4.97,0.18
basketball hoop,4.97,0.19
bell pepper,4.97,0.18
blue jeans,4.97,0.18
boxing gloves,4.97,0.18
bubble wrap,4.97,0.19
bus ticket,4.97,0.18
camera lens,4.97,0.18
candy cane,4.97,0.18
cash register,4.97,0.19
chocolate milk,4.97,0.19
coffee bean,4.97,0.19
cookie sheet,4.97,0.19
egg roll,4.97,0.19
flower garden,4.97,0.19
fruit salad,4.97,0.19
gas mask,4.97,0.19
golf club,4.97,0.19
grocery bag,4.97,0.18
ice pick,4.97,0.18
light bulb,4.97,0.18
mobile phone,4.97,0.18
name tag,4.97,0.18
parking ticket,4.97,0.19
pocket calculator,4.97,0.18
pocket knife,4.97,0.19
pocket watch,4.97,0.19
projection screen,4.97,0.18
red carpet,4.97,0.19
rib cage,4.97,0.18
roast beef,4.97,0.19
sewing kit,4.97,0.19
ski mask,4.97,0.19
soy sauce,4.97,0.18
spider web,4.97,0.19
swimming trunks,4.97,0.18
tree trunk,4.97,0.18
wastepaper basket,4.97,0.19
plunger,4.96,0.2
housefly,4.96,0.2
ash,4.96,0.19
colt,4.96,0.2
macaroon,4.96,0.21
mayo,4.96,0.2
redwood,4.96,0.19
rosebud,4.96,0.19
swan,4.96,0.19
acorn,4.96,0.19
airplane,4.96,0.19
alligator,4.96,0.19
anchovy,4.96,0.19
anvil,4.96,0.2
applesauce,4.96,0.19
arm,4.96,0.19
asparagus,4.96,0.19
automobile,4.96,0.19
backpack,4.96,0.19
beak,4.96,0.19
beanbag,4.96,0.19
beard,4.96,0.19
bell,4.96,0.19
bikini,4.96,0.19
birdbath,4.96,0.19
birdhouse,4.96,0.2
birdseed,4.96,0.19
blouse,4.96,0.19
blueberry,4.96,0.19
boot,4.96,0.19
bracelet,4.96,0.19
bucket,4.96,0.2
bumblebee,4.96,0.19
bumper,4.96,0.19
button,4.96,0.2
caboose,4.96,0.2
cafe,4.96,0.19
cardigan,4.96,0.2
carpet,4.96,0.19
castle,4.96,0.19
cave,4.96,0.19
cello,4.96,0.19
checkerboard,4.96,0.19
chimp,4.96,0.2
chimpanzee,4.96,0.19
cockroach,4.96,0.19
corn,4.96,0.19
cornfield,4.96,0.19
cow,4.96,0.19
coyote,4.96,0.19
cracker,4.96,0.19
cranberry,4.96,0.19
crawlspace,4.96,0.19
croissant,4.96,0.19
daffodil,4.96,0.19
dagger,4.96,0.19
dolphin,4.96,0.19
doughnut,4.96,0.2
drawers,4.96,0.19
dresser,4.96,0.19
drum,4.96,0.19
drumstick,4.96,0.19
earlobe,4.96,0.2
earring,4.96,0.19
feces,4.96,0.19
fingerprint,4.96,0.2
foghorn,4.96,0.19
footstool,4.96,0.2
garage,4.96,0.19
gate,4.96,0.19
genitals,4.96,0.19
goalpost,4.96,0.2
grapefruit,4.96,0.19
hacksaw,4.96,0.2
hairnet,4.96,0.2
hornet,4.96,0.19
hummingbird,4.96,0.19
iceberg,4.96,0.19
icicle,4.96,0.19
island,4.96,0.19
jawbone,4.96,0.19
jewel,4.96,0.2
jug,4.96,0.19
kerosene,4.96,0.19
kidney,4.96,0.19
laptop,4.96,0.19
lid,4.96,0.19
lighthouse,4.96,0.19
lime,4.96,0.19
lint,4.96,0.19
lion,4.96,0.19
lip,4.96,0.19
log,4.96,0.19
lollipop,4.96,0.2
longbow,4.96,0.21
marbles,4.96,0.19
mask,4.96,0.19
matchstick,4.96,0.2
meteor,4.96,0.2
mountain,4.96,0.2
moustache,4.96,0.19
muskrat,4.96,0.19
necklace,4.96,0.19
necktie,4.96,0.19
needles,4.96,0.19
nightclub,4.96,0.2
noodles,4.96,0.19
paperclip,4.96,0.19
parrotfish,4.96,0.2
pelican,4.96,0.19
pillbox,4.96,0.19
pyramid,4.96,0.2
python,4.96,0.19
ribcage,4.96,0.19
roach,4.96,0.2
saltshaker,4.96,0.19
sandcastle,4.96,0.19
scooter,4.96,0.19
seashell,4.96,0.19
shelf,4.96,0.19
shotgun,4.96,0.19
sideburns,4.96,0.19
sidewalk,4.96,0.19
spacesuit,4.96,0.2
spatula,4.96,0.2
spoon,4.96,0.19
steak,4.96,0.19
stove,4.96,0.19
stroller,4.96,0.19
sushi,4.96,0.19
swamp,4.96,0.19
tail,4.96,0.19
teapot,4.96,0.19
teeth,4.96,0.19
telephone,4.96,0.19
tent,4.96,0.19
thermometer,4.96,0.2
thighbone,4.96,0.2
thumb,4.96,0.19
thumbtack,4.96,0.19
thyme,4.96,0.19
tinfoil,4.96,0.19
torpedo,4.96,0.2
tux,4.96,0.19
tweezers,4.96,0.2
underwear,4.96,0.19
violin,4.96,0.19
washtub,4.96,0.2
wasp,4.96,0.19
whale,4.96,0.2
smoke,4.96,0.19
beefburger,4.96,0.2
bluefin,4.96,0.21
coathanger,4.96,0.19
fencepost,4.96,0.19
fishingpole,4.96,0.19
ipad,4.96,0.2
phonebook,4.96,0.19
pooltable,4.96,0.2
racecar,4.96,0.19
sandworm,4.96,0.2
wineshop,4.96,0.2
air bag,4.96,0.19
airport terminal,4.96,0.19
baking sheet,4.96,0.19
baseball cap,4.96,0.2
boiled egg,4.96,0.19
bottle opener,4.96,0.19
broom handle,4.96,0.19
caesar salad,4.96,0.19
candy bar,4.96,0.19
cereal box,4.96,0.19
clothing store,4.96,0.19
comic book,4.96,0.19
debit card,4.96,0.19
digital watch,4.96,0.2
drinking glass,4.96,0.19
duct tape,4.96,0.19
fire pit,4.96,0.19
first-aid kit,4.96,0.19
fishing pole,4.96,0.19
front porch,4.96,0.19
garbage can,4.96,0.19
gasoline station,4.96,0.2
hard disk,4.96,0.19
hard-boiled egg,4.96,0.19
hospital room,4.96,0.19
hot chocolate,4.96,0.2
hot-air balloon,4.96,0.19
ice pack,4.96,0.19
jet plane,4.96,0.19
life jacket,4.96,0.19
magnifying glass,4.96,0.19
overhead projector,4.96,0.19
paper cup,4.96,0.19
pepper spray,4.96,0.2
phone cord,4.96,0.19
pickup truck,4.96,0.2
piggy bank,4.96,0.2
pine tree,4.96,0.2
pogo stick,4.96,0.19
police car,4.96,0.19
police station,4.96,0.19
red cabbage,4.96,0.19
roller skates,4.96,0.19
safe-deposit box,4.96,0.19
safety belt,4.96,0.19
sea urchin,4.96,0.19
sport coat,4.96,0.19
spring roll,4.96,0.2
steam engine,4.96,0.2
subway train,4.96,0.19
swing set,4.96,0.19
table salt,4.96,0.19
tennis racket,4.96,0.2
top hat,4.96,0.19
traffic signal,4.96,0.19
trash can,4.96,0.2
water bed,4.96,0.19
water pipe,4.96,0.19
water tap,4.96,0.19
wax paper,4.96,0.19
wedding dress,4.96,0.19
wine cooler,4.96,0.19
mapleleaf,4.95,0.21
cuticle,4.94,0.25
eggroll,4.94,0.25
pineapple,4.94,0.4
shirt,4.94,0.38
flip flops,4.94,0.35
lip balm,4.94,0.25
measuring cup,4.94,0.25
water pistol,4.94,0.36
willow tree,4.94,0.25
human,4.93,0.26
waterbed,4.93,0.27
berry,4.93,0.37
bookbinder,4.93,0.38
hawk,4.93,0.27
peg,4.93,0.26
yam,4.93,0.26
algae,4.93,0.27
anaconda,4.93,0.26
backboard,4.93,0.26
badge,4.93,0.26
bagpipes,4.93,0.26
bakeshop,4.93,0.38
beehive,4.93,0.27
biceps,4.93,0.27
blade,4.93,0.26
blowtorch,4.93,0.26
boat,4.93,0.37
bobcat,4.93,0.38
bologna,4.93,0.38
bonnet,4.93,0.26
bookcase,4.93,0.38
bookshelf,4.93,0.26
bourbon,4.93,0.27
bulb,4.93,0.27
burger,4.93,0.26
butterfly,4.93,0.26
camel,4.93,0.25
candlestick,4.93,0.27
canister,4.93,0.26
carousel,4.93,0.25
cemetery,4.93,0.26
cheeseburger,4.93,0.38
chest,4.93,0.27
chick,4.93,0.27
chopstick,4.93,0.27
churchyard,4.93,0.26
cigar,4.93,0.27
clay,4.93,0.26
clipboard,4.93,0.27
clitoris,4.93,0.25
coffeehouse,4.93,0.27
coffeemaker,4.93,0.38
coliseum,4.93,0.27
computer,4.93,0.26
confetti,4.93,0.26
crackers,4.93,0.37
cradle,4.93,0.26
crate,4.93,0.26
crayfish,4.93,0.27
crow,4.93,0.26
cumin,4.93,0.27
dentist,4.93,0.26
dessert,4.93,0.25
diploma,4.93,0.27
dollar,4.93,0.26
donut,4.93,0.26
dress,4.93,0.26
duckling,4.93,0.26
emerald,4.93,0.26
envelope,4.93,0.26
fingernail,4.93,0.26
fingertip,4.93,0.38
firewood,4.93,0.37
fishhooks,4.93,0.26
fist,4.93,0.27
folder,4.93,0.38
glowworm,4.93,0.26
goggles,4.93,0.37
grass,4.93,0.26
groundhog,4.93,0.26
gunshot,4.93,0.27
handbag,4.93,0.26
hatchet,4.93,0.27
headphone,4.93,0.26
hedgehog,4.93,0.25
hill,4.93,0.27
hippo,4.93,0.27
hippopotamus,4.93,0.38
hotel,4.93,0.38
hourglass,4.93,0.38
infant,4.93,0.37
jelly,4.93,0.26
jellyfish,4.93,0.26
jukebox,4.93,0.26
keyboard,4.93,0.37
knuckle,4.93,0.26
laundry,4.93,0.26
lawn,4.93,0.26
mallet,4.93,0.37
map,4.93,0.25
mascara,4.93,0.26
meatball,4.93,0.25
motel,4.93,0.26
motorboat,4.93,0.26
motorcar,4.93,0.38
mustard,4.93,0.25
napkin,4.93,0.38
needle,4.93,0.27
nightlight,4.93,0.27
oatmeal,4.93,0.37
office,4.93,0.27
oil,4.93,0.26
omelet,4.93,0.38
opossum,4.93,0.26
owl,4.93,0.26
pail,4.93,0.38
panther,4.93,0.26
paper,4.93,0.38
pear,4.93,0.38
pedometer,4.93,0.26
pegboard,4.93,0.38
pelvis,4.93,0.27
peroxide,4.93,0.27
photo,4.93,0.27
pickaxe,4.93,0.26
piglet,4.93,0.38
pillowcase,4.93,0.38
pistachio,4.93,0.26
pitcher,4.93,0.27
platter,4.93,0.38
pliers,4.93,0.26
pocketknife,4.93,0.25
policeman,4.93,0.26
popsicle,4.93,0.26
postcard,4.93,0.38
rabbit,4.93,0.26
rainfall,4.93,0.26
raspberry,4.93,0.37
restroom,4.93,0.38
roosters,4.93,0.38
rope,4.93,0.26
rum,4.93,0.26
sawdust,4.93,0.27
shack,4.93,0.27
shark,4.93,0.37
sheet,4.93,0.26
shoulder,4.93,0.27
showerhead,4.93,0.38
skittles,4.93,0.27
snail,4.93,0.27
snowball,4.93,0.25
soap,4.93,0.26
speakers,4.93,0.26
stagecoach,4.93,0.37
stair,4.93,0.38
statue,4.93,0.26
sweatshirt,4.93,0.37
sword,4.93,0.37
taco,4.93,0.37
tapeworm,4.93,0.38
taxi,4.93,0.26
text,4.93,0.26
thong,4.93,0.27
tissue,4.93,0.27
toast,4.93,0.26
toe,4.93,0.25
tongue,4.93,0.27
toothpick,4.93,0.37
toy,4.93,0.38
treadmill,4.93,0.26
trousers,4.93,0.27
urine,4.93,0.27
volleyball,4.93,0.26
washcloth,4.93,0.26
wheelchair,4.93,0.37
wineglass,4.93,0.27
woodpecker,4.93,0.38
wreath,4.93,0.27
wrench,4.93,0.38
wrist,4.93,0.37
yarn,4.93,0.37
elk,4.93,0.37
hotcake,4.93,0.27
nail,4.93,0.26
bunkbed,4.93,0.37
cadillac,4.93,0.38
cattail,4.93,0.27
chickpea,4.93,0.27
clownfish,4.93,0.38
dishcloth,4.93,0.38
dogfood,4.93,0.27
iphone,4.93,0.26
jumprope,4.93,0.26
laserdisc,4.93,0.26
racoon,4.93,0.37
taperecorder,4.93,0.27
trenchcoat,4.93,0.26
t-shirt,4.93,0.27
aerosol can,4.93,0.27
air conditioner,4.93,0.27
aircraft carrier,4.93,0.26
apple pie,4.93,0.38
bank vault,4.93,0.38
barbecue pit,4.93,0.27
battery charger,4.93,0.38
bay window,4.93,0.26
beer can,4.93,0.38
birthday cake,4.93,0.38
black locust,4.93,0.38
bok choy,4.93,0.38
bulletin board,4.93,0.26
bus shelter,4.93,0.26
can opener,4.93,0.25
car mechanic,4.93,0.38
car seat,4.93,0.26
chess piece,4.93,0.25
coat hanger,4.93,0.37
coffee filter,4.93,0.38
coffee pot,4.93,0.38
combination lock,4.93,0.25
contact lens,4.93,0.38
cowboy hat,4.93,0.37
dish towel,4.93,0.37
dog collar,4.93,0.26
easy chair,4.93,0.26
engagement ring,4.93,0.26
fish tank,4.93,0.25
fishnet stockings,4.93,0.27
football stadium,4.93,0.26
fountain pen,4.93,0.26
fruit cocktail,4.93,0.26
garlic butter,4.93,0.26
grape juice,4.93,0.27
guinea pig,4.93,0.27
hair dryer,4.93,0.26
hazard lights,4.93,0.27
hearing aid,4.93,0.26
iceberg lettuce,4.93,0.37
ice-cream cone,4.93,0.37
ignition key,4.93,0.26
jigsaw puzzle,4.93,0.38
jogging suit,4.93,0.26
kitchen cabinet,4.93,0.38
lamb chop,4.93,0.26
lawn mower,4.93,0.38
lip gloss,4.93,0.26
microwave oven,4.93,0.37
milk can,4.93,0.27
mosquito net,4.93,0.27
napkin ring,4.93,0.38
oil rig,4.93,0.26
olive oil,4.93,0.37
outlet store,4.93,0.26
oxygen mask,4.93,0.37
peanut butter,4.93,0.38
pencil sharpener,4.93,0.26
pet shop,4.93,0.27
phone book,4.93,0.26
phone card,4.93,0.27
picture book,4.93,0.27
ping-pong table,4.93,0.26
pork roast,4.93,0.26
praying mantis,4.93,0.38
race car,4.93,0.38
racing car,4.93,0.26
reception desk,4.93,0.26
remote control,4.93,0.26
rocking chair,4.93,0.26
root beer,4.93,0.26
school bus,4.93,0.26
scrap metal,4.93,0.27
shoulder bag,4.93,0.25
skin rash,4.93,0.26
space bar,4.93,0.25
street lamp,4.93,0.26
suntan lotion,4.93,0.38
swimming pool,4.93,0.37
table lamp,4.93,0.27
tank top,4.93,0.26
tape recorder,4.93,0.27
telephone pole,4.93,0.37
trash bin,4.93,0.26
tuning fork,4.93,0.38
tv set,4.93,0.38
vegetable oil,4.93,0.26
wall clock,4.93,0.37
water bottle,4.93,0.27
wooden horse,4.93,0.26
wooden leg,4.93,0.27
writing desk,4.93,0.26
cymbal,4.92,0.28
ginger,4.92,0.27
moonstone,4.92,0.27
rosewood,4.92,0.27
airship,4.92,0.27
anklebone,4.92,0.27
applecart,4.92,0.27
ashes,4.92,0.28
baboon,4.92,0.27
balloon,4.92,0.27
barnacle,4.92,0.39
bathtub,4.92,0.39
boa,4.92,0.28
bread,4.92,0.28
cabin,4.92,0.27
caribou,4.92,0.27
cashew,4.92,0.39
clarinet,4.92,0.27
cobweb,4.92,0.41
corkboard,4.92,0.27
eyeball,4.92,0.27
eyeglasses,4.92,0.28
fridge,4.92,0.4
gondola,4.92,0.27
helmet,4.92,0.27
ladybug,4.92,0.28
leek,4.92,0.28
limes,4.92,0.39
mast,4.92,0.27
milk,4.92,0.39
minivan,4.92,0.27
motorbus,4.92,0.28
notebook,4.92,0.27
nun,4.92,0.28
orchid,4.92,0.28
padlock,4.92,0.4
pen,4.92,0.42
pie,4.92,0.27
pin,4.92,0.4
plane,4.92,0.4
poinsettia,4.92,0.28
porch,4.92,0.27
quesadilla,4.92,0.28
rectum,4.92,0.27
seesaw,4.92,0.27
shrub,4.92,0.27
sparkplug,4.92,0.28
spindle,4.92,0.28
stopwatch,4.92,0.27
storybook,4.92,0.27
streetlamp,4.92,0.39
student,4.92,0.28
teacup,4.92,0.28
theater,4.92,0.27
videotape,4.92,0.27
waterbird,4.92,0.27
humvee,4.92,0.27
kleenex,4.92,0.27
rockingchair,4.92,0.41
velcro,4.92,0.27
wateringcan,4.92,0.39
aloe vera,4.92,0.28
belt buckle,4.92,0.28
brake light,4.92,0.27
bus stop,4.92,0.27
buzz saw,4.92,0.27
cable car,4.92,0.28
candy store,4.92,0.28
cotton wool,4.92,0.39
electric razor,4.92,0.28
garbage truck,4.92,0.27
garter snake,4.92,0.28
home plate,4.92,0.28
meat loaf,4.92,0.27
road atlas,4.92,0.28
seat belt,4.92,0.27
shopping bag,4.92,0.39
shoulder blade,4.92,0.28
silly putty,4.92,0.27
silver foil,4.92,0.28
water tower,4.92,0.27
bottle,4.91,0.44
grasshopper,4.91,0.43
nozzle,4.91,0.3
rock,4.91,0.29
sidewall,4.91,0.29
sock,4.91,0.43
juniper berries,4.91,0.29
rocking horse,4.91,0.3
sea gull,4.91,0.42
window pane,4.91,0.29
bobsled,4.9,0.41
cardboard,4.9,0.41
olive,4.9,0.31
armadillo,4.9,0.41
moss,4.9,0.31
stingray,4.9,0.4
apartment,4.9,0.41
ax,4.9,0.31
bacon,4.9,0.56
bag,4.9,0.55
banjo,4.9,0.4
baseboard,4.9,0.31
bead,4.9,0.31
bedroom,4.9,0.3
belt,4.9,0.56
biscuit,4.9,0.4
bone,4.9,0.56
book,4.9,0.31
bookmark,4.9,0.4
box,4.9,0.41
branch,4.9,0.3
bulldozer,4.9,0.41
bullfrog,4.9,0.56
bus,4.9,0.54
bush,4.9,0.31
butter,4.9,0.55
card,4.9,0.56
chainsaw,4.9,0.31
chalk,4.9,0.41
cheerleader,4.9,0.31
chips,4.9,0.41
church,4.9,0.41
cloth,4.9,0.31
clown,4.9,0.31
cookbook,4.9,0.31
crab,4.9,0.56
crouton,4.9,0.4
dart,4.9,0.31
dish,4.9,0.4
doornail,4.9,0.31
earplugs,4.9,0.4
exoskeleton,4.9,0.41
eye,4.9,0.41
falcon,4.9,0.31
feather,4.9,0.31
fiberglass,4.9,0.4
firefly,4.9,0.41
foot,4.9,0.41
forehead,4.9,0.4
fork,4.9,0.55
fossil,4.9,0.56
glasses,4.9,0.31
grenade,4.9,0.56
guitar,4.9,0.4
gumdrop,4.9,0.4
ham,4.9,0.41
harmonica,4.9,0.4
hen,4.9,0.41
hipbone,4.9,0.41
jaguar,4.9,0.56
javelin,4.9,0.31
jellybean,4.9,0.31
kelp,4.9,0.56
kettledrum,4.9,0.4
knapsack,4.9,0.31
knife,4.9,0.41
ladle,4.9,0.31
lipstick,4.9,0.31
mayonnaise,4.9,0.4
meat,4.9,0.3
monkey,4.9,0.31
moon,4.9,0.31
mustache,4.9,0.3
nightgown,4.9,0.41
ottoman,4.9,0.41
page,4.9,0.31
panties,4.9,0.31
parakeet,4.9,0.41
pea,4.9,0.56
peach,4.9,0.31
peanuts,4.9,0.31
piano,4.9,0.41
pond,4.9,0.41
pony,4.9,0.4
portrait,4.9,0.31
propeller,4.9,0.4
pudding,4.9,0.3
pumpkin,4.9,0.31
purse,4.9,0.41
rail,4.9,0.41
razor,4.9,0.41
rhino,4.9,0.3
rib,4.9,0.31
riverboat,4.9,0.31
rose,4.9,0.41
sandwich,4.9,0.31
schoolbook,4.9,0.41
scoreboard,4.9,0.31
screwdriver,4.9,0.31
sheep,4.9,0.41
sofa,4.9,0.4
starfish,4.9,0.4
steamboat,4.9,0.31
stirrup,4.9,0.31
stool,4.9,0.31
table,4.9,0.41
tape,4.9,0.31
thigh,4.9,0.4
timber,4.9,0.4
toaster,4.9,0.56
trombone,4.9,0.4
waterfall,4.9,0.55
weed,4.9,0.4
worm,4.9,0.4
yogurt,4.9,0.31
scissor,4.9,0.41
deerskin,4.9,0.31
vaseline,4.9,0.41
videogame,4.9,0.31
body lotion,4.9,0.56
boxer shorts,4.9,0.56
bubble gum,4.9,0.41
bulletproof vest,4.9,0.31
christmas tree,4.9,0.31
clock radio,4.9,0.41
cocktail shaker,4.9,0.31
conveyor belt,4.9,0.31
cooking oil,4.9,0.41
dinner plate,4.9,0.31
drum kit,4.9,0.4
fire truck,4.9,0.41
fish bowl,4.9,0.54
gas tank,4.9,0.56
gift shop,4.9,0.31
gingerbread man,4.9,0.41
green beans,4.9,0.41
hand grenade,4.9,0.3
kitchen sink,4.9,0.4
milk shake,4.9,0.31
pay phone,4.9,0.31
pencil eraser,4.9,0.4
plastic film,4.9,0.4
post office,4.9,0.41
punch card,4.9,0.31
rain forest,4.9,0.31
roof rack,4.9,0.31
roulette wheel,4.9,0.41
salad bar,4.9,0.31
shopping mall,4.9,0.31
soup bowl,4.9,0.31
sumo wrestler,4.9,0.31
talcum powder,4.9,0.31
ticket office,4.9,0.41
vending machine,4.9,0.31
video camera,4.9,0.41
wine glass,4.9,0.55
wrist watch,4.9,0.56
dogsled,4.89,0.32
carrousel,4.89,0.32
acne,4.89,0.32
anthill,4.89,0.31
avocado,4.89,0.58
backpacker,4.89,0.32
basement,4.89,0.31
bellman,4.89,0.32
bicycle,4.89,0.58
binder,4.89,0.42
bookstore,4.89,0.42
bowtie,4.89,0.31
breadbox,4.89,0.32
breast,4.89,0.42
broom,4.89,0.42
cabinet,4.89,0.32
car,4.89,0.31
cart,4.89,0.42
cashier,4.89,0.32
checkers,4.89,0.32
children,4.89,0.32
chin,4.89,0.32
clam,4.89,0.57
cocoa,4.89,0.42
coin,4.89,0.42
corpse,4.89,0.42
diamond,4.89,0.42
drawbridge,4.89,0.57
earthworm,4.89,0.57
eggbeater,4.89,0.32
fishbowl,4.89,0.42
flapjack,4.89,0.42
flea,4.89,0.32
floorboard,4.89,0.42
foreskin,4.89,0.32
fudge,4.89,0.32
